14, 0.348000, 102, 379, 146, 0.251232
14, 0.349000, 102, 375, 147, 0.252475
14, 0.350000, 102, 373, 148, 0.253102
14, 0.351000, 102, 369, 148, 0.254364
14, 0.352000, 101, 362, 150, 0.254408
14, 0.353000, 101, 355, 150, 0.256671
14, 0.354000, 101, 349, 150, 0.258643
14, 0.355000, 101, 346, 150, 0.259640
14, 0.356000, 101, 344, 150, 0.260309
14, 0.357000, 101, 339, 150, 0.261997
14, 0.358000, 101, 337, 150, 0.262679
14, 0.359000, 101, 332, 151, 0.264398
14, 0.360000, 101, 327, 151, 0.266140
14, 0.366000, 98, 306, 154, 0.266667
14, 0.367000, 97, 299, 155, 0.266850
14, 0.368000, 97, 297, 157, 0.267586
14, 0.369000, 97, 295, 158, 0.268326
14, 0.370000, 97, 290, 159, 0.270195
14, 0.372000, 96, 281, 162, 0.271186
14, 0.373000, 96, 280, 162, 0.271570
14, 0.374000, 96, 276, 164, 0.273115
14, 0.379000, 93, 256, 169, 0.273529
14, 0.380000, 93, 253, 170, 0.275148
14, 0.383000, 92, 247, 173, 0.275862
14, 0.384000, 92, 245, 174, 0.276692
14, 0.386000, 92, 244, 175, 0.277108
14, 0.387000, 92, 242, 175, 0.277946
15, 0.394000, 94, 246, 171, 0.278519
15, 0.395000, 94, 240, 172, 0.281016
15, 0.397000, 93, 232, 175, 0.281818
15, 0.403000, 91, 219, 179, 0.283048
15, 0.406000, 90, 210, 182, 0.284360
15, 0.431000, 81, 156, 201, 0.285714
15, 0.432000, 81, 155, 202, 0.286219
15, 0.433000, 81, 152, 203, 0.287744
15, 0.434000, 81, 150, 203, 0.288770
17, 0.374000, 109, 313, 134, 0.289509
17, 0.375000, 109, 311, 134, 0.290280
17, 0.376000, 109, 309, 135, 0.291055
17, 0.384000, 107, 295, 139, 0.291951
17, 0.385000, 107, 289, 139, 0.294360
17, 0.386000, 107, 286, 140, 0.295580
17, 0.400000, 100, 244, 157, 0.297177
17, 0.404000, 99, 236, 158, 0.298193
18, 0.399000, 100, 238, 167, 0.298954
18, 0.400000, 100, 236, 167, 0.299850
18, 0.401000, 100, 235, 167, 0.300300
18, 0.402000, 100, 229, 167, 0.303030
18, 0.405000, 99, 223, 170, 0.303216
18, 0.407000, 99, 219, 170, 0.305085
21, 0.449000, 98, 213, 174, 0.305296
21, 0.450000, 98, 210, 173, 0.307210
21, 0.451000, 98, 208, 173, 0.308176
21, 0.452000, 98, 207, 173, 0.308661
21, 0.453000, 98, 206, 173, 0.309148
21, 0.457000, 97, 200, 175, 0.309410
21, 0.458000, 97, 199, 175, 0.309904
21, 0.459000, 97, 197, 175, 0.310897
21, 0.460000, 97, 195, 176, 0.311897
21, 0.461000, 97, 192, 176, 0.313409
24, 0.471000, 100, 202, 172, 0.315457
24, 0.472000, 100, 200, 172, 0.316456
24, 0.473000, 100, 198, 173, 0.317460
24, 0.481000, 98, 184, 181, 0.319218
24, 0.482000, 98, 182, 183, 0.320261
24, 0.483000, 98, 180, 183, 0.321311
24, 0.484000, 98, 179, 183, 0.321839
26, 0.454000, 108, 232, 161, 0.322870
26, 0.455000, 108, 231, 161, 0.323353
26, 0.463000, 105, 213, 165, 0.324575
26, 0.464000, 105, 212, 165, 0.325077
26, 0.468000, 104, 203, 167, 0.327044
26, 0.469000, 104, 202, 167, 0.327559
26, 0.470000, 104, 200, 168, 0.328594
26, 0.471000, 104, 199, 169, 0.329114
26, 0.472000, 104, 197, 169, 0.330159
26, 0.474000, 104, 195, 169, 0.331210
26, 0.478000, 103, 188, 172, 0.332258
26, 0.479000, 103, 186, 172, 0.333333
26, 0.486000, 101, 174, 176, 0.334437
26, 0.489000, 100, 167, 179, 0.335570
26, 0.490000, 100, 164, 179, 0.337268
26, 0.491000, 100, 163, 180, 0.337838
26, 0.492000, 100, 162, 180, 0.338409
26, 0.493000, 100, 161, 180, 0.338983
26, 0.494000, 100, 160, 180, 0.339559
26, 0.495000, 100, 158, 180, 0.340716
26, 0.496000, 100, 157, 180, 0.341297
